date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:48:31	1092/1092	---M--	200	added ('OK')	font/woff2	etag:%22765E0C9%22	https://api.webcake.io/render_iconfont/iconfont.woff2?t=1629107326521	D:/Bt1/webdamcuoiu/api.webcake.io/render_iconfont/iconfontbd18.woff2	(from https://api.webcake.io/render_iconfont/iconfont.css?v=1)
18:48:31	1492/1492	---M--	200	added ('OK')	font/woff	etag:%223C22534%22	https://api.webcake.io/render_iconfont/iconfont.woff?t=1629107326521	D:/Bt1/webdamcuoiu/api.webcake.io/render_iconfont/iconfontbd18.woff	(from https://api.webcake.io/render_iconfont/iconfont.css?v=1)
18:48:31	2356/2356	---M-Z	200	added ('OK')	font/ttf	etag:%22AA8533%22	https://api.webcake.io/render_iconfont/iconfont.ttf?t=1629107326521	D:/Bt1/webdamcuoiu/api.webcake.io/render_iconfont/iconfontbd18.ttf	(from https://api.webcake.io/render_iconfont/iconfont.css?v=1)
18:48:32	35/35	---M--	400	error ('Bad%20Request')	application/json	date:Fri,%2013%20Jun%202025%2011:48:31%20GMT	https://www.ewedinvite.site/webcake/v4/v	D:/Bt1/webdamcuoiu/www.ewedinvite.site/webcake/v4/v	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:32	1102/1102	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Jun%202025%2011:48:31%20GMT	https://www.ewedinvite.site/sync/	D:/Bt1/webdamcuoiu/www.ewedinvite.site/sync/index.html	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:32	35/35	---M--	400	error ('Bad%20Request')	application/json	date:Fri,%2013%20Jun%202025%2011:48:31%20GMT	https://www.ewedinvite.site/webcake/v4/e.target	D:/Bt1/webdamcuoiu/www.ewedinvite.site/webcake/v4/e.d.delayed	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:32	35/35	---M--	400	error ('Bad%20Request')	application/json	date:Fri,%2013%20Jun%202025%2011:48:31%20GMT	https://www.ewedinvite.site/webcake/v4/O	D:/Bt1/webdamcuoiu/www.ewedinvite.site/webcake/v4/O	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:33	35/35	---M--	400	error ('Bad%20Request')	application/json	date:Fri,%2013%20Jun%202025%2011:48:32%20GMT	https://www.ewedinvite.site/webcake/v4/www.webcake.me	D:/Bt1/webdamcuoiu/www.ewedinvite.site/webcake/v4/www.webcake.me	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:33	1102/1102	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Jun%202025%2011:48:32%20GMT	https://www.ewedinvite.site/ext_sync/	D:/Bt1/webdamcuoiu/www.ewedinvite.site/ext_sync/index.html	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:33	192263/192263	---M-Z	200	added ('OK')	application/javascript	etag:%22312D84C%22	https://www.ewedinvite.site/cart/app.js?r=	D:/Bt1/webdamcuoiu/www.ewedinvite.site/cart/app2a3b.js	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:33	1102/1102	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Jun%202025%2011:48:32%20GMT	https://www.ewedinvite.site/	D:/Bt1/webdamcuoiu/www.ewedinvite.site/index.html	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:33	1102/1102	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Jun%202025%2011:48:32%20GMT	https://www.ewedinvite.site/form_data/	D:/Bt1/webdamcuoiu/www.ewedinvite.site/form_data/index.html	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:34	1102/1102	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Jun%202025%2011:48:33%20GMT	https://www.ewedinvite.site/create_temp_form/	D:/Bt1/webdamcuoiu/www.ewedinvite.site/create_temp_form/index.html	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:34	1102/1102	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Jun%202025%2011:48:33%20GMT	https://www.ewedinvite.site/ext_create_temp_form/	D:/Bt1/webdamcuoiu/www.ewedinvite.site/ext_create_temp_form/index.html	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:34	1102/1102	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Jun%202025%2011:48:33%20GMT	https://www.ewedinvite.site/create_form_data/	D:/Bt1/webdamcuoiu/www.ewedinvite.site/create_form_data/index.html	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:34	1102/1102	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Jun%202025%2011:48:33%20GMT	https://www.ewedinvite.site/ext_create_form_data/	D:/Bt1/webdamcuoiu/www.ewedinvite.site/ext_create_form_data/index.html	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:34	1102/1102	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Jun%202025%2011:48:34%20GMT	https://www.ewedinvite.site/datasets/	D:/Bt1/webdamcuoiu/www.ewedinvite.site/datasets/index.html	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:35	1102/1102	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Jun%202025%2011:48:34%20GMT	https://www.ewedinvite.site/partners/	D:/Bt1/webdamcuoiu/www.ewedinvite.site/partners/index.html	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:35	1102/1102	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Jun%202025%2011:48:34%20GMT	https://www.ewedinvite.site/global_section/	D:/Bt1/webdamcuoiu/www.ewedinvite.site/global_section/index.html	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
18:48:55	163/163	---M-Z	200	added ('OK')	text/plain	etag:%2253ED85E%22	https://api.webcake.io/robots.txt		(from https://api.webcake.io/render_iconfont/iconfont.css?v=1)
18:48:56	35680/35680	---M--	200	added ('OK')	image/png	etag:d6427653b3fa44d854f2171914c91e090286b98f56448f3101970b11.png	https://content.pancake.vn/1/48/c1/5e/fa/d6427653b3fa44d854f2171914c91e090286b98f56448f3101970b11.png	D:/Bt1/webdamcuoiu/content.pancake.vn/1/48/c1/5e/fa/d6427653b3fa44d854f2171914c91e090286b98f56448f3101970b11.png	(from https://www.ewedinvite.site/sync/)
18:48:56	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2013%20Jun%202025%2011:48:55%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/Bt1/webdamcuoiu/www.googletagmanager.com/gtm5445.js	(from https://www.ewedinvite.site/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
